TagName;DateTime;Value;vValue;MinRaw;MaxRaw;MinEU;MaxEU;Unit;Quality;QualityDetail;QualityString;wwResolution;StartDateTime;;;;
P100_PV;28:30.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:36.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:42.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:48.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:54.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;29:00.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;29:07.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:13.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:19.1;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:25.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:31.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:37.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:43.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:49.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:55.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;30:01.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;30:07.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:13.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:19.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:25.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:31.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:37.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:43.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:44.0;0;0;0;100;0;100;rpm;0;4288;Good, partial cycle;6060;18/09/2024 09:30;;;;
