TagName;DateTime;Value;vValue;MinRaw;MaxRaw;MinEU;MaxEU;Unit;Quality;QualityDetail;QualityString;wwResolution;StartDateTime;;;;;
P120_PV;58:21.6;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:58;;;;;
P120_PV;58:27.6;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:58;;;;;
P120_PV;58:33.7;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:58;;;;;
P120_PV;58:39.7;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:58;;;;;
P120_PV;58:45.8;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:58;;;;;
P120_PV;58:51.9;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:58;;;;;
P120_PV;58:57.9;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:58;;;;;
P120_PV;59:04.0;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:58;;;;;
P120_PV;59:10.0;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;59:16.1;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;59:22.2;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;59:28.2;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;59:34.3;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;59:40.3;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;59:46.4;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;59:52.5;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;59:58.5;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;00:04.6;0.006103702;6.10E-03;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:59;;;;;
P120_PV;00:10.6;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;;avg rpm:;;;
P120_PV;00:16.7;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;;19.79735756;;;
P120_PV;00:22.8;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;;;;;
P120_PV;00:28.8;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;;start time:;03:00.3;;
P120_PV;00:34.9;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;;end time:;05:31.8;;
P120_PV;00:40.9;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;;;02:31.5;;
P120_PV;00:47.0;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;;;151;;
P120_PV;00:53.1;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;;;2.516666667;;
P120_PV;00:59.1;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;;;;;
P120_PV;01:05.2;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:00;rp;49.82334986;;mass ;12.8
P120_PV;01:11.2;19.81566811;19.81566811;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;;
P120_PV;01:17.3;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;0.256907655;
P120_PV;01:23.4;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;;
P120_PV;01:29.4;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;;
P120_PV;01:35.5;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;;
P120_PV;01:41.5;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;;
P120_PV;01:47.6;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;;
P120_PV;01:53.7;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;;
P120_PV;01:59.7;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;;
P120_PV;02:05.8;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:01;;;;;
P120_PV;02:11.8;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:02;;;;;
P120_PV;02:17.9;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:02;;;;;
P120_PV;02:24.0;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:02;;;;;
P120_PV;02:30.0;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:02;;;;;
P120_PV;02:36.1;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:02;;;;;
P120_PV;02:42.1;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:02;;;;;
P120_PV;02:48.2;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:02;;;;;
P120_PV;02:54.3;0.024414808;2.44E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:02;;;;;
P120_PV;03:00.3;19.79735756;19.+D74:D997973575592041;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:02;;;;;
P120_PV;03:06.4;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;03:12.4;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;03:18.5;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;03:24.6;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;03:30.6;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;03:36.7;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;03:42.7;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;03:48.8;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;03:54.9;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;04:00.9;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:03;;;;;
P120_PV;04:07.0;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;04:13.0;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;04:19.1;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;04:25.2;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;04:31.2;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;04:37.3;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;04:43.3;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;04:49.4;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;04:55.5;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;05:01.5;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:04;;;;;
P120_PV;05:07.6;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:05;;;;;
P120_PV;05:13.6;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:05;;;;;
P120_PV;05:19.7;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:05;;;;;
P120_PV;05:25.8;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:05;;;;;
P120_PV;05:31.8;19.79735756;19.79735756;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:05;;;;;
P120_PV;05:37.9;0.030518509;3.05E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:05;;;;;
P120_PV;05:43.9;0.030518509;3.05E-02;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 10:05;;;;;
P120_PV;05:44.0;0.030518509;3.05E-02;0;100;0;100;rpm;0;4288;Good, partial cycle;6060;18/09/2024 10:05;;;;;
